model_name,label,x,y,z,r2_0,r2_1,r2_2,r2_3
model_3,freq,2,0,0,0.536700848996095,0.5376003832460676,0.5378720397392522,0.5396879563348957
model_3,freq,3,0,0,0.5879604832759235,0.58626157051415,0.5873883616837232,0.5891234512634963
model_3,freq,4,0,0,0.6332352283435685,0.6315355777172974,0.6328930340303103,0.6341964923153127
model_3,freq,5,0,0,0.6612204079524747,0.6637906277429926,0.6629928579291268,0.6636932693028097
model_3,freq,1,1,1,0.3988884437083512,0.40187748415881575,0.400198988216526,0.4004551918878445
model_3,freq,5,1,1,0.6695084065117942,0.669462617593457,0.6706872721162662,0.6690730737465719
model_3,freq,4,2,2,0.6395964197021891,0.6381732299018262,0.6383033849938963,0.6376422764637052
model_3,freq,4,4,4,0.6343429856151658,0.6331889424132969,0.6339822447685464,0.6334271436008446
model_3,freq,2,2,2,0.538706960993513,0.5386735452366558,0.5390389954762635,0.5381950213243266
model_4,freq,0,0,0,0.005783419725029604,0.005671835408943449,0.0056982680055935875,0.005907435942730577
model_4,freq,1,0,0,0.440764930107189,0.4400550690068883,0.4401809349088054,0.43929402927618877
model_4,freq,2,0,0,0.5688450661307701,0.5710282441976966,0.5710856228764515,0.5694831539653299
model_4,freq,3,0,0,0.6249852769451236,0.6241666654403817,0.625131053470829,0.6249366596498132
model_4,freq,4,0,0,0.6579688047149965,0.6580216841465868,0.6590984786947721,0.6569564120310774
model_4,freq,5,0,0,0.679266281407213,0.6809606626307687,0.6810567532179703,0.679453147645473
model_4,freq,1,1,1,0.4566399373162321,0.4563204741515181,0.45679599884110567,0.4575371211718099
model_4,freq,5,1,1,0.6835793941312494,0.6832465818104589,0.6846617461017896,0.6854119744198008
model_4,freq,4,2,2,0.6647355706580946,0.6641991828369272,0.664710246053487,0.6638121798725178
model_4,freq,4,4,4,0.6632514903353561,0.6638442093829825,0.6639461373101774,0.660721160348241
model_4,freq,2,2,2,0.5816156528829514,0.5814269812775288,0.5786842837415558,0.5794131785997921
model_5,freq,0,0,0,0.005762561620033857,0.005658224892768793,0.005683155987276867,0.005889626318894892
model_5,freq,1,0,0,0.39568033801435354,0.3926688062165914,0.39364571027081907,0.39254642165379516
model_5,freq,2,0,0,0.536700848996095,0.5376003832460676,0.5378720397392522,0.5396879563348957
model_5,freq,3,0,0,0.5879604832759235,0.58626157051415,0.5873883616837232,0.5891234512634963
model_5,freq,4,0,0,0.6332352283435685,0.6315355777172974,0.6328930340303103,0.6341964923153127
model_5,freq,5,0,0,0.6612204079524747,0.6637906277429926,0.6629928579291268,0.6636932693028097
model_5,freq,1,1,1,0.3988884437083512,0.40187748415881575,0.400198988216526,0.4004551918878445
model_5,freq,5,1,1,0.6695084065117942,0.669462617593457,0.6706872721162662,0.6690730737465719
model_5,freq,4,2,2,0.6395964197021891,0.6381732299018262,0.6383033849938963,0.6376422764637052
model_5,freq,4,4,4,0.6343429856151658,0.6331889424132969,0.6339822447685464,0.6334271436008446
model_5,freq,2,2,2,0.538706960993513,0.5386735452366558,0.5390389954762635,0.5381950213243266
model_6,freq,0,0,0,0.005783419725029604,0.005671835408943449,0.0056982680055935875,0.005907435942730577
model_6,freq,1,0,0,0.440764930107189,0.4400550690068883,0.4401809349088054,0.43929402927618877
model_6,freq,2,0,0,0.5688450661307701,0.5710282441976966,0.5710856228764515,0.5694831539653299
model_6,freq,3,0,0,0.6249852769451236,0.6241666654403817,0.625131053470829,0.6249366596498132
model_6,freq,4,0,0,0.6579688047149965,0.6580216841465868,0.6590984786947721,0.6569564120310774
model_6,freq,5,0,0,0.679266281407213,0.6809606626307687,0.6810567532179703,0.679453147645473
model_6,freq,1,1,1,0.4566399373162321,0.4563204741515181,0.45679599884110567,0.4575371211718099
model_6,freq,5,1,1,0.6835793941312494,0.6832465818104589,0.6846617461017896,0.6854119744198008
model_6,freq,4,2,2,0.6647355706580946,0.6641991828369272,0.664710246053487,0.6638121798725178
model_6,freq,4,4,4,0.6632514903353561,0.6638442093829825,0.6639461373101774,0.660721160348241
model_6,freq,2,2,2,0.5816156528829514,0.5814269812775288,0.5786842837415558,0.5794131785997921
model_7,freq,0,0,0,0.005762561620033857,0.005658224892768793,0.005683155987276867,0.005889626318894892
model_7,freq,1,0,0,0.39568033801435354,0.3926688062165914,0.39364571027081907,0.39254642165379516
model_7,freq,2,0,0,0.536700848996095,0.5376003832460676,0.5378720397392522,0.5396879563348957
model_7,freq,3,0,0,0.5879604832759235,0.58626157051415,0.5873883616837232,0.5891234512634963
model_7,freq,4,0,0,0.6332352283435685,0.6315355777172974,0.6328930340303103,0.6341964923153127
model_7,freq,5,0,0,0.6612204079524747,0.6637906277429926,0.6629928579291268,0.6636932693028097
model_7,freq,1,1,1,0.3988884437083512,0.40187748415881575,0.400198988216526,0.4004551918878445
model_7,freq,5,1,1,0.6695084065117942,0.669462617593457,0.6706872721162662,0.6690730737465719
model_7,freq,4,2,2,0.6395964197021891,0.6381732299018262,0.6383033849938963,0.6376422764637052
model_7,freq,4,4,4,0.6343429856151658,0.6331889424132969,0.6339822447685464,0.6334271436008446
model_7,freq,2,2,2,0.538706960993513,0.5386735452366558,0.5390389954762635,0.5381950213243266
model_8,freq,0,0,0,0.005762363874397325,0.005658056792804733,0.005682965964194486,0.005889513990175788
model_8,freq,1,0,0,0.42637143152911905,0.4272067568497754,0.42633419621814506,0.4248151827390092
model_8,freq,2,0,0,0.5562329319443136,0.5546190078491599,0.5537647072409883,0.5551403935412788
model_8,freq,3,0,0,0.6042328923152225,0.6048188184978456,0.6020098655346853,0.6045058432344994
model_8,freq,4,0,0,0.6340900562481433,0.6352695119241207,0.6347315584583129,0.6306222137847629
model_8,freq,5,0,0,0.6514539213952384,0.6553065576825111,0.6537081707748457,0.6529460433714196
model_8,freq,1,1,1,0.4368015419493986,0.43835435407521073,0.43455208697851344,0.43788488695713856
model_8,freq,5,1,1,0.6533924799495011,0.6529959591990413,0.6565266940206426,0.658301577286042
model_8,freq,4,2,2,0.6381426763609421,0.6380036336811622,0.6346590809673407,0.6335004238812658
model_8,freq,4,4,4,0.6331303281222551,0.6327444020420603,0.633569083626392,0.6330302121815136
model_8,freq,2,2,2,0.55725791806935,0.5567907704535381,0.5516948657790577,0.5588423810361558
model_9,freq,0,0,0,0.00576236308193101,0.005658063708416594,0.005682919445430978,0.005889500312389773
model_9,freq,1,0,0,0.2621257870706647,0.2620145800747401,0.2713782456256969,0.261446145231492
model_9,freq,2,0,0,0.39438302010814097,0.3933923709686441,0.3934834800478838,0.39786445865200415
model_9,freq,3,0,0,0.44819022037867273,0.4432049862499843,0.4462386429067269,0.44607461908290624
model_9,freq,4,0,0,0.49064507244388045,0.4829186065495483,0.4866494432704843,0.4893055628597096
model_9,freq,5,0,0,0.51279235905114,0.5122296711284869,0.5102057449880044,0.5143028576601237
model_9,freq,1,1,1,0.19437729328492925,0.1928025821363305,0.19108017064795213,0.1895652869336204
model_9,freq,5,1,1,0.503922806936203,0.5020426981170207,0.5040813560140258,0.5072027173743381
model_9,freq,4,2,2,0.4660625319732301,0.4641176153193596,0.4658785866582219,0.4629303154191988
model_9,freq,4,4,4,0.4455824526607981,0.44347119107523836,0.4463428140080168,0.4473023793225239
model_9,freq,2,2,2,0.33845036835780506,0.3447365964778554,0.33668824671431297,0.3402782327962167
model_10,freq,0,0,0,0.005762363874397325,0.005658056792804733,0.005682965964194486,0.005889513990175788
model_10,freq,1,0,0,0.42637143152911905,0.4272067568497754,0.42633419621814506,0.4248151827390092
model_10,freq,2,0,0,0.5562329319443136,0.5546190078491599,0.5537647072409883,0.5551403935412788
model_10,freq,3,0,0,0.6042328923152225,0.6048188184978456,0.6020098655346853,0.6045058432344994
model_10,freq,4,0,0,0.6340900562481433,0.6352695119241207,0.6347315584583129,0.6306222137847629
model_10,freq,5,0,0,0.6514539213952384,0.6553065576825111,0.6537081707748457,0.6529460433714196
model_10,freq,1,1,1,0.4368015419493986,0.43835435407521073,0.43455208697851344,0.43788488695713856
model_10,freq,5,1,1,0.6533924799495011,0.6529959591990413,0.6565266940206426,0.658301577286042
model_10,freq,4,2,2,0.6381426763609421,0.6380036336811622,0.6346590809673407,0.6335004238812658
model_10,freq,4,4,4,0.6331303281222551,0.6327444020420603,0.633569083626392,0.6330302121815136
model_10,freq,2,2,2,0.55725791806935,0.5567907704535381,0.5516948657790577,0.5588423810361558
model_11,freq,0,0,0,0.00576236308193101,0.005658063708416594,0.005682919445430978,0.005889500312389773
model_11,freq,1,0,0,0.2621257870706647,0.2620145800747401,0.2713782456256969,0.261446145231492
model_11,freq,2,0,0,0.39438302010814097,0.3933923709686441,0.3934834800478838,0.39786445865200415
model_11,freq,3,0,0,0.44819022037867273,0.4432049862499843,0.4462386429067269,0.44607461908290624
model_11,freq,4,0,0,0.49064507244388045,0.4829186065495483,0.4866494432704843,0.4893055628597096
model_11,freq,5,0,0,0.51279235905114,0.5122296711284869,0.5102057449880044,0.5143028576601237
model_11,freq,1,1,1,0.19437729328492925,0.1928025821363305,0.19108017064795213,0.1895652869336204
model_11,freq,5,1,1,0.503922806936203,0.5020426981170207,0.5040813560140258,0.5072027173743381
model_11,freq,4,2,2,0.4660625319732301,0.4641176153193596,0.4658785866582219,0.4629303154191988
model_11,freq,4,4,4,0.4455824526607981,0.44347119107523836,0.4463428140080168,0.4473023793225239
model_11,freq,2,2,2,0.33845036835780506,0.3447365964778554,0.33668824671431297,0.3402782327962167
model_12,freq,0,0,0,0.005762363874397325,0.005658056792804733,0.005682965964194486,0.005889513990175788
model_12,freq,1,0,0,0.42637143152911905,0.4272067568497754,0.42633419621814506,0.4248151827390092
model_12,freq,2,0,0,0.5562329319443136,0.5546190078491599,0.5537647072409883,0.5551403935412788
model_12,freq,3,0,0,0.6042328923152225,0.6048188184978456,0.6020098655346853,0.6045058432344994
model_12,freq,4,0,0,0.6340900562481433,0.6352695119241207,0.6347315584583129,0.6306222137847629
model_12,freq,5,0,0,0.6514539213952384,0.6553065576825111,0.6537081707748457,0.6529460433714196
model_12,freq,1,1,1,0.4368015419493986,0.43835435407521073,0.43455208697851344,0.43788488695713856
model_12,freq,5,1,1,0.6533924799495011,0.6529959591990413,0.6565266940206426,0.658301577286042
model_12,freq,4,2,2,0.6381426763609421,0.6380036336811622,0.6346590809673407,0.6335004238812658
model_12,freq,4,4,4,0.6331303281222551,0.6327444020420603,0.633569083626392,0.6330302121815136
model_12,freq,2,2,2,0.55725791806935,0.5567907704535381,0.5516948657790577,0.5588423810361558
model_13,freq,0,0,0,0.00576236308193101,0.005658063708416594,0.005682919445430978,0.005889500312389773
model_13,freq,1,0,0,0.2621257870706647,0.2620145800747401,0.2713782456256969,0.261446145231492
model_13,freq,2,0,0,0.39438302010814097,0.3933923709686441,0.3934834800478838,0.39786445865200415
model_13,freq,3,0,0,0.44819022037867273,0.4432049862499843,0.4462386429067269,0.44607461908290624
model_13,freq,4,0,0,0.49064507244388045,0.4829186065495483,0.4866494432704843,0.4893055628597096
model_13,freq,5,0,0,0.51279235905114,0.5122296711284869,0.5102057449880044,0.5143028576601237
model_13,freq,1,1,1,0.19437729328492925,0.1928025821363305,0.19108017064795213,0.1895652869336204
model_13,freq,5,1,1,0.503922806936203,0.5020426981170207,0.5040813560140258,0.5072027173743381
model_13,freq,4,2,2,0.4660625319732301,0.4641176153193596,0.4658785866582219,0.4629303154191988
model_13,freq,4,4,4,0.4455824526607981,0.44347119107523836,0.4463428140080168,0.4473023793225239
model_13,freq,2,2,2,0.33845036835780506,0.3447365964778554,0.33668824671431297,0.3402782327962167
model_14,freq,0,0,0,0.005762363874397325,0.005658056792804733,0.005682965964194486,0.005889513990175788
model_14,freq,1,0,0,0.42637143152911905,0.4272067568497754,0.42633419621814506,0.4248151827390092
model_14,freq,2,0,0,0.5562329319443136,0.5546190078491599,0.5537647072409883,0.5551403935412788
model_14,freq,3,0,0,0.6042328923152225,0.6048188184978456,0.6020098655346853,0.6045058432344994
model_14,freq,4,0,0,0.6340900562481433,0.6352695119241207,0.6347315584583129,0.6306222137847629
model_14,freq,5,0,0,0.6514539213952384,0.6553065576825111,0.6537081707748457,0.6529460433714196
model_14,freq,1,1,1,0.4368015419493986,0.43835435407521073,0.43455208697851344,0.43788488695713856
model_14,freq,5,1,1,0.6533924799495011,0.6529959591990413,0.6565266940206426,0.658301577286042
model_14,freq,4,2,2,0.6381426763609421,0.6380036336811622,0.6346590809673407,0.6335004238812658
model_14,freq,4,4,4,0.6331303281222551,0.6327444020420603,0.633569083626392,0.6330302121815136
model_14,freq,2,2,2,0.55725791806935,0.5567907704535381,0.5516948657790577,0.5588423810361558
model_15,freq,0,0,0,0.00576236308193101,0.005658063708416594,0.005682919445430978,0.005889500312389773
model_15,freq,1,0,0,0.2621257870706647,0.2620145800747401,0.2713782456256969,0.261446145231492
model_15,freq,2,0,0,0.39438302010814097,0.3933923709686441,0.3934834800478838,0.39786445865200415
model_15,freq,3,0,0,0.44819022037867273,0.4432049862499843,0.4462386429067269,0.44607461908290624
model_15,freq,4,0,0,0.49064507244388045,0.4829186065495483,0.4866494432704843,0.4893055628597096
model_15,freq,5,0,0,0.51279235905114,0.5122296711284869,0.5102057449880044,0.5143028576601237
model_15,freq,1,1,1,0.19437729328492925,0.1928025821363305,0.19108017064795213,0.1895652869336204
model_15,freq,5,1,1,0.503922806936203,0.5020426981170207,0.5040813560140258,0.5072027173743381
model_15,freq,4,2,2,0.4660625319732301,0.4641176153193596,0.4658785866582219,0.4629303154191988
model_15,freq,4,4,4,0.4455824526607981,0.44347119107523836,0.4463428140080168,0.4473023793225239
model_15,freq,2,2,2,0.33845036835780506,0.3447365964778554,0.33668824671431297,0.3402782327962167
model_16,freq,0,0,0,-2.76789468659553,-2.771611440218459,-2.7495167212751204,-2.7695804050831634
model_16,freq,1,0,0,-2.7147208441449395,-2.7358782271171798,-2.7236734757704153,-2.74211425738763
model_16,freq,2,0,0,-2.718219786277254,-2.747182738481975,-2.7398658775148834,-2.72442972261331
model_16,freq,3,0,0,-2.7088981961925644,-2.733649169649314,-2.729836968043227,-2.723383770422675
model_16,freq,4,0,0,-2.726837724050026,-2.7507554201726614,-2.731583762661852,-2.7403165817469137
model_16,freq,5,0,0,-2.7208011251207704,-2.7464522253620514,-2.715918286674771,-2.752100847753477
model_16,freq,1,1,1,-2.731086111681221,-2.7461294244232533,-2.73324273110546,-2.742328175083668
model_16,freq,5,1,1,-2.7208011251207704,-2.75498792500948,-2.715918286674771,-2.7554511085778186
model_16,freq,4,2,2,-2.7349436951373898,-2.751021089004665,-2.731514220293001,-2.7403165817469137
model_16,freq,4,4,4,-2.7387466522543145,-2.751021089004665,-2.731514220293001,-2.7403165817469137
model_16,freq,2,2,2,-2.7214757063116126,-2.7641530310022686,-2.718518282455865,-2.7252110439160906
model_17,freq,0,0,0,-2.728435058287373,-2.7423663050408433,-2.732713967434878,-2.7453298783042186
model_17,freq,1,0,0,-2.1548487011149082,-2.257089947387282,-2.114686340106776,-2.160123576114643
model_17,freq,2,0,0,-2.7399299740318517,-2.802272810680013,-2.4642934198400366,-2.817943123945232
model_17,freq,3,0,0,-2.778018842761472,-2.7737388771200444,-2.5620617556854035,-2.987955657986773
model_17,freq,4,0,0,-2.781468820442232,-2.6123857496046257,-2.858430482240345,-2.6832772291246463
model_17,freq,5,0,0,-3.1769577470677595,-2.931201217470745,-3.0934370372492612,-3.286142347027303
model_17,freq,1,1,1,-2.8572469714026765,-2.6940570598752998,-2.6278511393322344,-2.631955525070791
model_17,freq,5,1,1,-3.583507903050048,-3.7660124389805416,-2.995367237394633,-3.593933337689604
model_17,freq,4,2,2,-3.7697803361041187,-2.738028053317902,-2.934299883712691,-3.047869267889604
model_17,freq,4,4,4,-4.392796489774056,-2.8723327383490953,-3.786886623895364,-3.550954824759881
model_17,freq,2,2,2,-3.7473024157644828,-3.2920688855805595,-3.667500751365373,-3.3326432357067244
model_18,freq,0,0,0,-2.76789468659553,-2.771611440218459,-2.7495167212751204,-2.7695804050831634
model_18,freq,1,0,0,-2.7147208441449395,-2.7358782271171798,-2.7236734757704153,-2.74211425738763
model_18,freq,2,0,0,-2.718219786277254,-2.747182738481975,-2.7398658775148834,-2.72442972261331
model_18,freq,3,0,0,-2.7088981961925644,-2.733649169649314,-2.729836968043227,-2.723383770422675
model_18,freq,4,0,0,-2.726837724050026,-2.7507554201726614,-2.731583762661852,-2.7403165817469137
model_18,freq,5,0,0,-2.7208011251207704,-2.7464522253620514,-2.715918286674771,-2.752100847753477
model_18,freq,1,1,1,-2.731086111681221,-2.7461294244232533,-2.73324273110546,-2.742328175083668
model_18,freq,5,1,1,-2.7208011251207704,-2.75498792500948,-2.715918286674771,-2.7554511085778186
model_18,freq,4,2,2,-2.7349436951373898,-2.751021089004665,-2.731514220293001,-2.7403165817469137
model_18,freq,4,4,4,-2.7387466522543145,-2.751021089004665,-2.731514220293001,-2.7403165817469137
model_18,freq,2,2,2,-2.7214757063116126,-2.7641530310022686,-2.718518282455865,-2.7252110439160906
model_19,freq,0,0,0,-2.728435058287373,-2.7423663050408433,-2.732713967434878,-2.7453298783042186
model_19,freq,1,0,0,-2.1548487011149082,-2.257089947387282,-2.114686340106776,-2.160123576114643
model_19,freq,2,0,0,-2.7399299740318517,-2.802272810680013,-2.4642934198400366,-2.817943123945232
model_19,freq,3,0,0,-2.778018842761472,-2.7737388771200444,-2.5620617556854035,-2.987955657986773
model_19,freq,4,0,0,-2.781468820442232,-2.6123857496046257,-2.858430482240345,-2.6832772291246463
model_19,freq,5,0,0,-3.1769577470677595,-2.931201217470745,-3.0934370372492612,-3.286142347027303
model_19,freq,1,1,1,-2.8572469714026765,-2.6940570598752998,-2.6278511393322344,-2.631955525070791
model_19,freq,5,1,1,-3.583507903050048,-3.7660124389805416,-2.995367237394633,-3.593933337689604
model_19,freq,4,2,2,-3.7697803361041187,-2.738028053317902,-2.934299883712691,-3.047869267889604
model_19,freq,4,4,4,-4.392796489774056,-2.8723327383490953,-3.786886623895364,-3.550954824759881
model_19,freq,2,2,2,-3.7473024157644828,-3.2920688855805595,-3.667500751365373,-3.3326432357067244
model_20,freq,0,0,0,-2.76789468659553,-2.771611440218459,-2.7495167212751204,-2.7695804050831634
model_20,freq,1,0,0,-2.7147208441449395,-2.7358782271171798,-2.7236734757704153,-2.74211425738763
model_20,freq,2,0,0,-2.718219786277254,-2.747182738481975,-2.7398658775148834,-2.72442972261331
model_20,freq,3,0,0,-2.7088981961925644,-2.733649169649314,-2.729836968043227,-2.723383770422675
model_20,freq,4,0,0,-2.726837724050026,-2.7507554201726614,-2.731583762661852,-2.7403165817469137
model_20,freq,5,0,0,-2.7208011251207704,-2.7464522253620514,-2.715918286674771,-2.752100847753477
model_20,freq,1,1,1,-2.731086111681221,-2.7461294244232533,-2.73324273110546,-2.742328175083668
model_20,freq,5,1,1,-2.7208011251207704,-2.75498792500948,-2.715918286674771,-2.7554511085778186
model_20,freq,4,2,2,-2.7349436951373898,-2.751021089004665,-2.731514220293001,-2.7403165817469137
model_20,freq,4,4,4,-2.7387466522543145,-2.751021089004665,-2.731514220293001,-2.7403165817469137
model_20,freq,2,2,2,-2.7214757063116126,-2.7641530310022686,-2.718518282455865,-2.7252110439160906
model_21,freq,0,0,0,-2.728435058287373,-2.7423663050408433,-2.732713967434878,-2.7453298783042186
model_21,freq,1,0,0,-2.1548487011149082,-2.257089947387282,-2.114686340106776,-2.160123576114643
model_21,freq,2,0,0,-2.7399299740318517,-2.802272810680013,-2.4642934198400366,-2.817943123945232
model_21,freq,3,0,0,-2.778018842761472,-2.7737388771200444,-2.5620617556854035,-2.987955657986773
model_21,freq,4,0,0,-2.781468820442232,-2.6123857496046257,-2.858430482240345,-2.6832772291246463
model_21,freq,5,0,0,-3.1769577470677595,-2.931201217470745,-3.0934370372492612,-3.286142347027303
model_21,freq,1,1,1,-2.8572469714026765,-2.6940570598752998,-2.6278511393322344,-2.631955525070791
model_21,freq,5,1,1,-3.583507903050048,-3.7660124389805416,-2.995367237394633,-3.593933337689604
model_21,freq,4,2,2,-3.7697803361041187,-2.738028053317902,-2.934299883712691,-3.047869267889604
model_21,freq,4,4,4,-4.392796489774056,-2.8723327383490953,-3.786886623895364,-3.550954824759881
model_21,freq,2,2,2,-3.7473024157644828,-3.2920688855805595,-3.667500751365373,-3.3326432357067244
model_22,freq,0,0,0,-2.76789468659553,-2.771611440218459,-2.7495167212751204,-2.7695804050831634
model_22,freq,1,0,0,-2.7147208441449395,-2.7358782271171798,-2.7236734757704153,-2.74211425738763
model_22,freq,2,0,0,-2.718219786277254,-2.747182738481975,-2.7398658775148834,-2.72442972261331
model_22,freq,3,0,0,-2.7088981961925644,-2.733649169649314,-2.729836968043227,-2.723383770422675
model_22,freq,4,0,0,-2.726837724050026,-2.7507554201726614,-2.731583762661852,-2.7403165817469137
model_22,freq,5,0,0,-2.7208011251207704,-2.7464522253620514,-2.715918286674771,-2.752100847753477
model_22,freq,1,1,1,-2.731086111681221,-2.7461294244232533,-2.73324273110546,-2.742328175083668
model_22,freq,5,1,1,-2.7208011251207704,-2.75498792500948,-2.715918286674771,-2.7554511085778186
model_22,freq,4,2,2,-2.7349436951373898,-2.751021089004665,-2.731514220293001,-2.7403165817469137
model_22,freq,4,4,4,-2.7387466522543145,-2.751021089004665,-2.731514220293001,-2.7403165817469137
model_22,freq,2,2,2,-2.7214757063116126,-2.7641530310022686,-2.718518282455865,-2.7252110439160906
model_23,freq,0,0,0,-2.728435058287373,-2.7423663050408433,-2.732713967434878,-2.7453298783042186
model_23,freq,1,0,0,-2.1548487011149082,-2.257089947387282,-2.114686340106776,-2.160123576114643
model_23,freq,2,0,0,-2.7399299740318517,-2.802272810680013,-2.4642934198400366,-2.817943123945232
model_23,freq,3,0,0,-2.778018842761472,-2.7737388771200444,-2.5620617556854035,-2.987955657986773
model_23,freq,4,0,0,-2.781468820442232,-2.6123857496046257,-2.858430482240345,-2.6832772291246463
model_23,freq,5,0,0,-3.1769577470677595,-2.931201217470745,-3.0934370372492612,-3.286142347027303
model_23,freq,1,1,1,-2.8572469714026765,-2.6940570598752998,-2.6278511393322344,-2.631955525070791
model_23,freq,5,1,1,-3.583507903050048,-3.7660124389805416,-2.995367237394633,-3.593933337689604
model_23,freq,4,2,2,-3.7697803361041187,-2.738028053317902,-2.934299883712691,-3.047869267889604
model_23,freq,4,4,4,-4.392796489774056,-2.8723327383490953,-3.786886623895364,-3.550954824759881
model_23,freq,2,2,2,-3.7473024157644828,-3.2920688855805595,-3.667500751365373,-3.3326432357067244
